@relation first

@attribute damage_qty numeric
@attribute position {LE,'LE,PS,SS',SS,'LE,PS',PS,'PS,TE','PS,SS','LE,SS','SS,TE',TE,'TE,SS'}
@attribute location numeric
@attribute description {'protection damage','gelcoat damage, laminate visible','erosion foil damaged','erosion class 2','erosion class 2-3','erosion class 2-3, protection damage','erosion class 2, protection damage','erosion class 1-2, protection damage','laminate damage, protection damage','vortex module damaged/missing','erosion class 1-2','gelcoat damage, laminate visible, protection damage','longitudinal crack','cracking to filler','erosion foil damaged, laminate visible','Edge seal damaged','Laminate damage','gelcoat damage, laminate visible, lighting strike','erosion class 3, protection damage','Dry laminate','gelcoat damage, laminate visible, erosion foil damaged','erosion class 3','erosion class 3, protection damage, laminate visible','hole in blade','Topcoat damage','drain blocked','erosion class 2, protection damage, erosion foil damaged','erosion class 2-3, protection damage, erosion foil damaged','Tip-split due to lightning','erosion foil damaged, wrinkles','gelcoat damage, laminate visible, erosion class 2','No drain holes in designated spots','Gelcoat damage','erosion class 1-3','erosion class 2-3, protection damage, laminate damage','gelcoat damage, laminate visible, erosion class 1-3','Bonding deficiency','erosion early',erosion,crack,'Gurney Flaps','coating damage','Rain Deflector','crack early',Erosion,Cracks,'Lightning Receptor','IMPACT DAMAGE',LIGHTNINIG,'Impact Damage'}
@attribute num_desc numeric
@attribute continuous numeric
@attribute out_hue_mode numeric
@attribute out_sat_mode numeric
@attribute out_brt_mode numeric
@attribute coverage numeric
@attribute asp_ratio numeric
@attribute deg_avg numeric
@attribute deg_mode numeric
@attribute edge numeric
@attribute edgelen_avg numeric
@attribute edgelen_mode numeric
@attribute distance numeric
@attribute sc_edge_ratio numeric
@attribute sc_follow_turn numeric
@attribute sc_reverse_turn numeric
@attribute sc_small_turn numeric
@attribute hue_avg numeric
@attribute hue_mode numeric
@attribute hue_range numeric
@attribute hue_uni numeric
@attribute sat_avg numeric
@attribute sat_mode numeric
@attribute sat_range numeric
@attribute sat_uni numeric
@attribute brt_avg numeric
@attribute brt_mode numeric
@attribute brt_range numeric
@attribute brt_uni numeric
@attribute hue_outin numeric
@attribute sat_outin numeric
@attribute brt_outin numeric
@attribute size numeric
@attribute windtex numeric

@data
3,LE,42,'erosion class 2-3, protection damage, erosion foil damaged',3,1,12,2,6,7,4,10,10,130,7,7,1,13,3,11,3,6,4,11,17,2,2,6,8,4,3,6,8,21,12,47,111.5647,2
2,'SS,TE',42.8,'Bonding deficiency',1,1,10,2,8,5,5,10,12,78,6,7,-2,12,3,9,4,4,4,12,17,3,2,8,10,6,5,8,10,23,38,77,269.4864,1
2,LE,43.4,'protection damage',1,0,12,2,10,4,4,10,12,172,8,8,-2,12,6,8,2,4,4,12,20,2,2,6,8,6,6,8,10,20,32,40,134.835,2
1,LE,44,'protection damage',1,0,12,2,10,4,4,10,12,178,8,8,-2,12,4,10,2,4,4,12,20,2,2,4,6,6,6,8,10,30,34,62,136.7542,0
1,LE,37.1,'erosion early',1,1,12,2,10,7,4,10,11,61,7,7,4,11,5,9,2,6,4,12,18,2,2,3,5,6,5,8,10,15,11,58,86.4213,0.4
1,LE,38.9,'protection damage',1,1,4,4,4,8,4,8,6,8,6,6,-2,12,14,0,8,4,4,12,18,2,2,6,8,6,4,6,8,14,46,18,466.5902,1.5
1,LE,38.2,'protection damage',1,1,12,4,4,6,6,10,12,32,6,6,-2,10,6,8,2,4,4,12,18,2,2,4,6,6,6,8,10,30,14,40,107.5388,1.5
3,LE,37.2,'protection damage',1,0,11,2,8,4,6,10,12,131,8,8,-2,14,4,10,4,4,4,12,15,4,4,8,10,4,4,6,8,17,29,54,40.3052,2
1,SS,44,'drain blocked',1,0,2,2,6,7,5,10,12,22,8,7,119,13,5,7,1,8,3,12,14,2,2,8,10,4,3,5,7,9,19,53,5.0011,0.5
2,LE,38.4,'protection damage',1,0,12,2,10,6,6,10,12,80,6,8,-2,10,2,10,2,6,4,12,18,2,2,4,6,4,4,4,6,18,14,51,27.8055,1.5
1,LE,43,'erosion early',1,0,6,4,8,6,4,10,12,162,6,6,-2,12,4,10,4,10,12,12,18,2,2,8,10,4,4,6,8,24,56,50,48.5678,1.5
1,LE,44,'protection damage',1,1,6,2,4,6,4,10,12,42,6,6,-2,12,10,6,2,10,10,12,18,2,2,8,10,6,4,8,10,22,34,36,37.1633,1.5
1,LE,36.4,'erosion early',1,0,6,2,6,6,4,10,10,64,7,7,65,13,4,10,4,6,5,11,16,2,2,3,5,4,4,5,7,6,9,64,4.841,0.3
1,SS,43.9,'drain blocked',1,0,4,2,6,4,4,11,12,29,6,6,52,13,4,8,2,6,3,12,17,2,2,8,10,2,2,6,8,11,26,51,39.9534,0.5
1,LE,44,'protection damage',1,0,4,4,4,8,4,10,12,40,8,8,-2,14,2,10,0,4,4,12,8,2,2,4,6,4,4,4,6,4,34,20,1.6989,0.5
1,LE,43.7,'protection damage',1,0,4,2,2,6,6,10,10,88,8,6,-2,12,2,10,2,4,4,12,18,2,2,8,10,4,4,6,8,8,8,28,20.5056,0.5
1,SS,44,'drain blocked',1,0,7,2,6,4,4,12,12,52,7,8,106,13,2,10,2,9,9,12,18,2,2,8,10,2,2,5,7,12,15,54,34.3211,0.5
1,SS,44,'drain blocked',1,0,4,2,10,4,4,10,12,74,8,8,170,12,8,6,0,6,4,12,18,2,2,7,9,8,8,8,10,12,1,47,19.0844,0.5
1,LE,46.1,'protection damage',1,0,4,2,4,6,4,10,12,191,8,8,-2,12,6,8,4,4,4,12,18,2,2,6,8,6,6,8,10,12,8,16,56.2656,1.5
1,LE,48.3,'protection damage',1,0,10,3,7,5,5,10,12,28,7,8,-2,12,9,5,4,8,14,9,11,3,3,3,5,5,5,4,6,11,5,42,1.5533,1.5
1,LE,48.3,'erosion early',1,0,4,4,4,6,4,10,10,26,7,8,169,13,4,10,3,4,4,7,7,5,5,4,6,4,3,3,5,6,25,36,1.26,0.5
1,LE,48.2,'protection damage',1,0,12,2,4,6,4,10,12,188,6,8,-2,12,0,12,2,6,4,12,18,2,2,8,10,4,4,8,10,16,18,44,92.88,1.5
1,LE,26.3,'protection damage',1,0,2,10,8,6,6,10,8,36,8,8,-2,14,10,4,2,8,2,12,18,4,4,8,10,6,6,8,10,16,24,60,2.2574,0.5
1,LE,29.8,'protection damage',1,1,18,10,8,6,6,10,12,22,8,8,-2,14,10,4,2,10,18,12,20,4,4,8,10,6,6,6,8,18,50,68,7.3926,0.5
2,LE,27.6,'protection damage',1,0,4,2,10,8,6,10,12,22,6,6,314,10,6,8,2,4,4,12,14,2,2,2,4,10,10,6,8,14,22,24,85.4512,1
1,LE,30,'protection damage',1,1,2,4,8,6,6,10,12,22,8,8,-2,14,8,4,2,8,4,12,18,2,2,2,4,8,6,6,8,26,66,22,8.0572,0.5
1,LE,26.2,'protection damage',1,0,4,2,8,2,8,10,12,130,8,6,-2,12,0,12,2,6,4,12,18,2,2,6,8,6,6,6,8,10,12,58,11.4388,0.5
1,LE,30.2,'protection damage',1,0,2,2,8,4,4,10,10,52,8,8,-2,12,2,10,4,6,4,12,18,2,2,2,4,6,6,4,6,14,26,66,2.1358,0.5
1,SS,25.7,erosion,1,0,12,2,8,2,4,10,10,164,6,6,-2,12,4,10,2,8,2,12,20,2,2,8,10,6,6,8,10,18,26,66,13.7571,0.2
1,SS,28,crack,1,0,2,2,8,2,4,10,12,20,8,6,-2,12,2,10,4,6,2,10,8,4,4,6,8,8,8,6,8,14,46,12,0.7234,0.2
1,SS,28.1,crack,1,0,18,2,8,2,8,10,6,8,4,2,-2,6,16,0,6,4,2,10,8,4,4,2,4,8,8,4,6,18,56,18,1.0502,0.2
3,TE,29.2,crack,1,0,4,2,8,2,16,12,12,36,6,6,-2,12,-8,14,0,8,2,12,20,4,2,8,10,6,2,8,10,14,12,38,26.5617,3
1,LE,31.4,'erosion early',1,0,12,2,6,7,5,10,9,30,7,7,-2,13,6,9,0,12,12,12,12,2,2,3,5,4,4,4,6,13,9,64,1.0633,0.3
1,SS,8.6,'vortex module damaged/missing',1,0,12,2,8,4,5,8,8,13,5,4,83,8,9,6,8,8,8,12,15,2,2,0,2,7,7,6,8,19,6,41,86.7777,0.3
1,LE,37.6,'protection damage',1,0,4,2,6,6,8,10,12,71,8,6,134,12,1,12,3,8,5,12,17,2,2,2,4,5,4,8,10,9,12,37,31.4934,2
2,SS,12.1,'vortex module damaged/missing',1,0,12,2,10,3,5,8,7,11,5,4,81,9,5,9,10,6,4,11,12,2,2,0,2,7,7,6,8,20,1,45,55.8065,0.5
2,SS,6.3,'vortex module damaged/missing',1,1,12,2,10,4,4,9,8,12,5,5,93,9,5,9,8,8,7,12,15,2,2,1,3,8,8,5,7,22,2,34,99.26,0.3
2,PS,37.8,'Gurney Flaps',1,1,6,2,8,7,20,10,12,48,6,5,-2,10,4,8,2,7,7,12,18,2,2,2,4,6,6,8,10,17,26,37,347.93,0.7
2,SS,8.8,'vortex module damaged/missing',1,0,12,2,10,8,4,11,10,15,4,2,-2,6,14,1,0,12,12,12,18,2,2,2,4,8,8,6,8,7,0,51,190.82,0.5
3,SS,7.2,'vortex module damaged/missing',1,0,12,2,8,3,7,10,12,12,6,6,9,11,7,6,5,11,10,12,18,2,2,1,3,7,7,5,7,16,0,43,35.0133,0.5
2,LE,43.2,'erosion early',1,0,4,2,10,6,6,10,12,341,8,8,-2,14,4,10,4,8,4,12,18,2,2,6,8,6,6,8,10,6,0,22,44.3522,1.5
1,LE,45,'protection damage',1,0,12,2,4,8,4,10,12,42,8,8,-2,14,8,6,2,12,14,12,18,2,2,6,8,4,4,6,8,10,18,32,4.7822,1.5
1,LE,44.6,'protection damage',1,0,12,2,6,6,4,10,12,164,6,8,-2,12,4,10,2,12,12,12,18,2,2,4,6,6,6,8,10,10,2,20,101.1378,1.5
1,LE,43.9,'erosion early',1,0,12,2,6,6,4,10,12,80,8,8,-2,14,6,8,2,12,12,12,18,2,2,2,4,4,4,4,6,8,4,32,8.2544,1.5
1,LE,45,'protection damage',1,0,12,2,4,6,4,10,12,136,8,8,-2,12,2,12,2,12,12,12,18,4,4,8,10,4,4,4,6,6,20,18,55,1.5
2,LE,32.7,'erosion early',1,1,12,2,6,6,4,10,12,148,6,8,4,12,2,12,2,12,12,11,16,4,4,7,9,4,4,7,9,9,9,69,105.3581,0.3
2,SS,14.4,'vortex module damaged/missing',1,0,12,4,8,8,4,8,6,9,7,7,59,12,17,0,9,12,12,2,4,4,4,3,5,7,7,3,5,0,11,22,173.4491,0.3
1,LE,24.7,'erosion early',1,1,12,2,10,6,4,10,10,146,6,6,3,12,4,10,2,14,14,12,18,2,2,8,10,4,2,8,10,20,27,63,38.8259,0.3
2,SS,37.9,crack,1,0,4,2,8,2,16,12,12,118,6,6,-2,12,0,12,0,6,4,12,18,2,2,0,2,4,4,6,8,16,28,64,5.925,1
3,LE,43.4,'protection damage',1,0,4,2,6,6,4,10,11,57,8,8,-2,12,5,8,3,4,4,10,14,2,2,6,8,5,5,7,9,5,14,26,41.4188,2
1,SS,44.9,'coating damage',1,0,4,2,6,7,6,10,12,28,8,9,35,14,14,1,1,4,4,12,11,2,2,2,4,5,5,5,7,3,2,17,3.7545,0.3
1,LE,45,'protection damage',1,0,4,2,4,6,4,10,12,78,8,7,69,13,3,11,2,5,4,12,15,2,2,4,6,4,4,7,9,9,9,34,7.95,1.5
3,LE,44.4,'protection damage',1,0,4,2,6,6,4,10,11,121,7,8,89,13,1,11,3,4,4,11,15,2,2,4,6,5,6,7,9,5,7,24,53.4789,2
1,LE,43.1,'protection damage',1,0,4,4,7,7,4,10,12,88,8,8,50,14,1,13,2,4,4,12,9,4,4,6,8,4,6,8,10,2,15,27,14.9022,1.5
6,SS,39.4,crack,1,0,12,2,8,2,12,12,12,140,6,6,-2,12,-2,12,0,12,12,12,18,2,2,2,4,4,4,6,8,16,4,66,17.7014,2
1,LE,42.6,'protection damage',1,0,4,2,4,8,4,10,9,48,8,6,-2,14,1,13,2,4,4,11,8,2,2,4,6,4,4,4,6,3,10,15,8.0078,1.5
1,LE,45,'erosion early',1,1,12,4,4,6,4,10,12,46,6,8,-2,12,2,10,2,4,4,12,18,2,2,6,8,6,4,8,10,24,22,36,32.4378,0.3
3,LE,44.8,'protection damage',1,0,12,4,4,6,4,10,12,298,8,8,249,12,2,10,2,4,4,12,18,2,2,4,6,4,4,8,10,20,41,22,126.8533,2
5,LE,43.8,'protection damage',1,1,8,3,8,6,4,10,12,254,8,8,42,13,3,11,5,4,4,12,18,2,2,5,7,6,5,8,10,12,26,27,256.8423,2.5
2,TE,11.5,crack,1,0,12,2,8,2,12,10,12,386,6,8,-2,12,4,8,2,12,12,12,18,2,2,4,6,6,6,8,10,8,0,42,10.2526,1
5,LE,39.2,'protection damage',1,0,10,2,9,6,2,10,12,351,8,8,16,14,4,10,4,6,4,12,17,2,2,7,9,6,6,7,9,18,6,49,80.7965,2
1,LE,44.4,'erosion early',1,1,4,2,8,6,5,10,12,202,7,7,10,13,4,10,4,4,4,12,18,2,2,8,10,5,4,8,10,9,29,35,147.6192,1.5
1,LE,33.1,'erosion early',1,1,4,3,9,6,4,10,12,442,8,8,34,13,5,9,3,4,4,12,18,2,2,6,8,6,5,8,10,4,27,38,151.4045,1.5
5,LE,43.2,'protection damage',1,1,6,4,5,6,4,10,12,247,6,6,32,12,5,9,4,4,4,12,17,2,2,7,9,6,4,8,10,18,43,25,143.4702,2
5,LE,45,'protection damage',1,1,4,3,6,6,4,10,12,578,8,8,-2,13,4,10,3,5,4,12,18,2,2,8,10,6,4,8,10,9,42,19,223.46,2
1,LE,42.6,'protection damage',1,0,4,2,6,8,4,10,12,142,8,6,1,12,2,10,2,6,4,12,18,2,2,8,10,4,4,4,6,8,2,49,19.0567,2
1,TE,10.7,crack,1,0,12,2,10,2,12,12,12,78,8,6,-2,12,0,12,0,6,4,12,14,2,2,0,2,8,8,6,8,20,0,58,12.0044,0.3
5,LE,42.9,'protection damage',1,1,7,3,9,5,5,10,9,403,8,7,0,13,3,10,4,4,4,12,18,2,2,5,7,6,6,8,10,9,40,33,828.8545,3
1,TE,10.6,crack,1,0,12,2,10,2,8,10,12,202,6,6,60,12,2,10,2,10,12,12,18,2,2,4,6,8,8,8,10,14,0,32,14.6533,0.3
4,LE,43.2,'protection damage',1,1,4,4,6,7,4,10,11,216,7,8,10,12,4,10,4,4,4,11,16,2,2,5,7,6,5,7,9,7,40,27,197.4112,2
4,'TE,SS',13.2,'coating damage',1,0,10,2,9,5,10,10,11,28,7,7,193,13,5,7,3,7,7,11,13,2,2,0,2,8,8,3,5,17,0,36,16.8532,0.3
1,LE,0,'Rain Deflector',1,0,10,2,6,6,6,6,6,8,4,4,-2,4,20,0,10,10,12,12,18,2,2,4,6,4,6,6,8,10,4,14,124.28,0.1
5,LE,42.8,'protection damage',1,1,4,3,8,5,5,10,10,158,8,8,16,14,5,9,4,6,6,10,15,2,2,3,5,4,4,7,9,13,23,45,216.2354,2
1,LE,0,'Rain Deflector',1,0,12,4,7,5,9,6,6,8,2,2,-2,3,20,0,10,12,12,5,7,4,4,8,10,7,8,8,10,2,6,22,325.2138,0.1
5,LE,42.8,'erosion early',1,0,12,4,7,7,4,10,8,40,8,7,4,14,7,7,4,12,12,2,4,4,4,4,6,5,5,4,6,3,16,44,0.9266,1.5
5,LE,40.2,'protection damage',1,1,5,3,8,6,4,10,12,214,8,6,42,13,4,10,3,10,12,12,17,2,2,5,7,6,6,8,10,18,23,47,85.4223,2
1,LE,0,'Rain Deflector',1,0,12,4,6,6,8,8,6,8,4,4,-2,4,20,0,10,12,12,12,16,4,4,8,10,6,8,6,8,0,6,24,125.8444,0.1
5,LE,41.8,'protection damage',1,1,8,2,7,7,5,10,11,71,8,7,31,14,6,9,5,11,12,9,11,2,2,3,5,6,6,7,9,13,16,31,96.681,2
5,LE,44.4,'crack early',1,1,6,2,8,7,4,10,12,83,6,7,182,12,7,8,5,12,12,12,17,2,2,4,6,6,4,7,9,13,12,40,7.2433,2
5,LE,43,'protection damage',1,1,9,3,6,6,5,10,12,87,7,8,22,13,4,9,4,10,12,12,17,2,2,4,6,5,4,7,9,13,30,39,431.5708,2
2,LE,35.3,'erosion early',1,0,12,2,5,6,4,10,11,36,8,8,82,14,5,9,4,12,12,8,11,2,2,4,6,3,2,4,6,8,17,61,1.8111,0.3
5,LE,41.6,'protection damage',1,1,10,2,8,8,4,10,12,539,7,8,22,12,4,10,2,8,9,12,17,2,2,4,6,5,4,7,9,11,11,36,199.464,3
5,LE,42.2,'protection damage',1,0,5,4,6,6,4,10,12,288,8,8,22,14,4,10,4,10,12,12,17,2,2,6,8,6,4,8,10,20,44,29,92.048,2
1,SS,44.7,'coating damage',1,0,12,2,6,2,4,10,12,32,8,8,-2,14,4,8,2,12,12,2,4,2,2,2,4,6,6,2,4,6,4,0,0.5356,0.3
1,TE,39.5,'Bonding deficiency',1,1,12,2,8,2,10,12,12,146,6,6,-2,12,2,10,2,6,4,12,18,2,2,0,2,8,8,6,8,16,0,22,3.9978,0.1
5,LE,42.7,'protection damage',1,0,6,6,8,6,4,10,12,186,6,8,0,12,2,10,2,4,4,12,18,2,2,8,10,6,8,8,10,22,53,28,40.7277,1.5
1,LE,42.1,'protection damage',1,0,12,2,6,8,4,10,10,20,8,8,-2,16,12,4,2,14,14,12,18,2,2,2,4,4,4,6,8,12,4,44,0.3878,0.1
1,SS,44.5,'drain blocked',1,0,12,2,4,8,4,10,11,18,8,8,161,15,14,3,0,12,12,12,17,3,3,6,8,3,3,3,5,11,21,47,1.9288,0.1
5,LE,44.8,'erosion early',1,1,4,2,7,6,4,10,12,185,8,8,15,12,4,10,2,7,5,12,18,2,2,7,9,6,7,8,10,13,2,32,42.3244,2
1,SS,0,'Rain Deflector',1,0,4,2,6,8,4,8,6,8,8,8,-2,18,20,0,10,8,4,12,18,2,2,2,4,6,6,6,8,8,8,34,17.42,0.1
1,SS,0,'Rain Deflector',1,0,4,2,2,6,6,8,8,8,4,4,-2,4,20,0,10,10,12,12,18,2,2,4,6,6,6,6,8,8,12,34,81.4047,0.1
5,LE,44.7,'protection damage',1,1,7,2,8,6,4,10,12,148,7,7,55,12,6,9,3,6,4,12,17,2,2,3,5,6,6,8,10,12,19,38,348.6736,2
1,SS,0,'Rain Deflector',1,0,4,2,8,6,6,6,6,8,4,4,-2,6,20,0,10,6,4,12,18,2,2,8,10,4,8,6,8,6,2,14,93.7733,0.1
5,LE,41.7,'protection damage',1,1,4,3,5,6,3,10,11,75,7,6,57,12,3,10,4,5,4,8,11,3,3,7,9,4,4,5,7,5,18,44,27.8673,2
2,SS,0,'Rain Deflector',1,1,6,2,8,5,11,8,6,8,2,2,-2,3,18,0,9,8,9,12,17,2,2,6,8,7,8,6,8,7,9,29,560.6875,0.2
1,LE,0,'Rain Deflector',1,1,6,2,6,5,8,9,11,8,6,6,25,11,9,5,4,6,6,12,15,2,2,6,8,6,5,6,8,5,9,42,334.1867,0.2
2,LE,32.7,'erosion early',1,0,6,2,6,6,6,10,10,72,7,7,135,13,3,10,4,7,4,12,18,2,2,3,5,4,4,4,6,11,11,66,10.3412,0.3
1,LE,39.9,'protection damage',1,0,4,4,6,6,6,10,12,77,6,8,-2,12,2,12,2,4,4,12,16,4,4,7,9,6,4,8,10,4,16,27,40.5033,2
3,'LE,SS',0,'Rain Deflector',1,1,6,2,9,4,9,10,10,8,6,8,8,12,14,2,4,5,5,12,14,2,2,4,6,8,8,7,9,3,8,28,865.5398,0.3
5,LE,40.2,'protection damage',1,0,4,4,6,6,4,10,9,159,6,8,12,12,4,10,4,4,4,6,8,4,4,7,9,6,4,6,8,10,22,23,122.1902,2
5,LE,43.5,'protection damage',1,1,4,2,4,6,4,10,10,166,7,7,79,12,4,11,4,4,4,9,12,3,3,5,7,5,5,6,8,12,9,24,283.0924,2
3,PS,25.6,'Dry laminate',1,0,6,2,8,4,7,10,11,36,7,6,121,12,5,7,4,6,5,5,6,2,2,0,2,6,7,4,6,6,1,43,15.1563,2
1,TE,39.4,'Bonding deficiency',1,1,4,2,8,2,10,12,12,14,8,8,-2,14,6,8,2,4,4,12,12,2,2,6,8,4,4,6,8,8,6,52,12.8267,2
5,LE,39.5,'protection damage',1,0,10,2,7,6,6,10,9,309,6,6,39,12,5,11,4,4,4,12,18,2,2,7,9,6,4,6,8,18,19,30,226.5027,2
1,TE,11.6,'coating damage',1,1,8,2,7,7,7,9,6,8,6,4,-2,8,16,0,6,6,6,12,18,2,2,1,3,6,6,5,7,7,0,30,176.0269,0.3
1,LE,33.4,'erosion early',1,0,4,2,10,6,4,10,10,311,8,8,1,12,4,10,4,4,4,12,18,2,2,8,10,4,6,8,10,16,6,48,60.7222,1
3,LE,38.4,'protection damage',1,1,8,3,9,6,4,10,11,103,8,8,29,13,6,8,4,4,4,11,16,2,2,7,9,5,5,8,10,14,12,36,321.3856,1
1,'PS,SS',0,'Rain Deflector',1,1,7,2,9,5,11,9,9,8,4,3,-2,5,15,1,7,9,8,12,17,2,2,2,4,8,8,7,9,11,2,34,688.3906,0.3
1,TE,13.7,crack,1,0,7,2,8,2,14,12,12,27,6,8,101,12,-4,12,2,8,9,4,4,2,2,0,2,8,8,4,6,5,0,4,2.9333,0.3
3,LE,43.1,'protection damage',1,1,4,2,4,6,4,10,12,292,6,6,2,12,4,10,4,4,4,12,17,2,2,7,9,6,6,8,10,10,22,28,75.7809,2
5,LE,44.8,'protection damage',1,1,5,3,7,6,5,10,9,190,6,7,-2,12,4,10,2,4,4,12,12,2,2,6,8,6,6,8,10,14,45,22,229.009,2
1,SS,0,'Rain Deflector',1,0,4,2,8,8,4,8,8,8,8,8,-2,14,20,0,10,8,4,12,18,2,2,2,4,8,8,8,10,6,6,30,33.9175,0.2
2,LE,39.9,'protection damage',1,0,4,2,7,6,3,10,11,68,7,6,-2,13,1,12,1,4,4,12,15,2,2,4,6,4,4,6,8,5,20,49,5.9267,2
1,LE,43.3,'erosion early',1,0,4,2,8,8,4,10,12,394,8,8,-2,12,2,10,4,6,4,12,18,2,2,6,8,6,8,8,10,6,4,24,84.5344,2
1,LE,17,Erosion,1,0,12,2,8,9,17,10,9,8,7,5,80,11,11,0,7,14,14,0,2,2,2,0,2,9,9,1,3,15,3,20,26.1334,1
3,LE,23,'Laminate damage',1,1,18,2,8,6,61,11,12,84,6,5,4,10,8,7,4,12,12,11,9,3,2,5,7,6,4,4,6,14,13,42,575.9601,2.5
3,LE,25,Erosion,1,0,14,2,8,4,22,10,12,72,6,5,29,12,5,9,6,8,2,12,12,2,2,2,4,6,6,4,6,25,8,39,523.5245,2.5
3,LE,25,Erosion,1,0,14,2,8,4,44,10,14,53,6,5,73,9,9,5,4,14,17,11,7,2,2,2,4,6,6,6,8,18,8,57,395.4844,2.5
1,PS,25,'Laminate damage',1,0,4,2,8,6,2,10,10,16,8,8,-2,14,16,0,0,14,14,2,4,2,2,4,6,8,8,4,6,28,26,22,0.9439,2.5
3,LE,18,Erosion,1,0,14,2,10,6,16,11,11,39,6,6,61,11,6,7,2,10,5,11,9,2,2,1,3,8,8,3,5,20,3,46,3.43,2
3,LE,25,Erosion,1,1,14,2,8,2,46,10,8,270,6,8,-2,12,6,8,6,14,14,6,8,2,2,2,4,6,8,6,8,14,4,46,391.6068,2
3,LE,23,Erosion,1,1,14,2,8,2,52,10,12,120,6,2,-2,8,2,10,4,14,14,4,6,2,2,0,2,6,8,4,6,10,0,28,399.6585,2
3,LE,25,Erosion,1,1,12,2,6,2,27,12,12,129,6,4,3,12,4,8,2,14,14,11,10,2,2,2,4,4,4,4,6,17,0,59,717.7956,3
3,LE,20,'protection damage',1,1,12,4,8,2,14,10,12,382,6,6,-2,12,2,12,4,8,12,12,14,2,2,4,6,6,6,6,8,24,62,24,861.5451,1.5
2,LE,25,Erosion,1,1,12,2,8,2,16,10,12,90,6,6,-2,12,-4,14,2,4,4,12,16,4,4,8,10,4,4,6,8,30,64,60,635.2234,1.5
2,LE,39,Erosion,1,0,4,2,9,6,33,11,12,60,7,7,33,13,5,9,3,4,4,3,5,2,2,4,6,9,10,7,9,15,10,24,71.807,1.5
1,PS,10,Cracks,1,0,2,2,10,2,4,12,12,108,8,8,-2,14,2,10,0,4,2,12,6,2,2,0,2,10,10,2,4,8,0,21,4.4404,0.5
2,LE,36,Erosion,1,0,4,2,8,5,45,10,9,122,6,6,31,11,5,9,3,4,4,0,2,4,4,4,6,8,10,6,8,16,41,14,102.1947,2
2,LE,20,Cracks,1,0,6,2,6,4,18,10,12,49,8,6,49,12,0,12,4,4,4,2,4,2,2,4,6,4,6,6,8,12,4,40,14.2566,4
2,LE,39,Erosion,1,0,12,4,4,7,56,11,12,16,6,7,19,11,12,4,4,10,12,10,12,2,2,1,3,4,4,3,5,13,48,30,157.5655,1
2,LE,39,Erosion,1,1,10,2,4,6,23,10,12,176,7,7,17,12,3,11,3,4,4,12,15,3,4,6,8,4,4,3,5,20,36,15,608.2004,3
2,LE,30,Erosion,1,0,4,2,7,5,12,10,9,77,6,5,583,12,9,7,7,4,4,0,2,3,3,2,4,7,8,5,7,14,24,22,29.9513,1
2,LE,30,Erosion,1,0,12,2,8,6,40,12,12,76,6,5,17,11,7,7,3,5,4,12,16,2,2,1,3,6,6,5,7,22,10,30,200.5094,1
2,LE,39,crack,1,0,4,2,10,4,22,12,12,92,6,8,-2,12,4,8,2,4,4,0,2,4,4,4,6,10,10,4,6,16,50,34,27.2334,3
3,LE,39,Erosion,1,0,4,2,7,6,36,11,12,98,6,7,33,11,1,11,2,4,4,10,11,4,4,5,7,7,8,7,9,13,28,41,198.2287,3
3,LE,39,Erosion,1,0,10,2,8,3,40,11,12,91,6,6,83,11,0,12,1,4,4,2,4,3,3,3,5,8,8,5,7,21,25,17,214.3615,3
1,LE,25,Erosion,1,1,12,2,8,7,28,10,9,46,6,7,23,12,7,7,3,9,8,10,14,2,2,1,3,6,6,7,9,11,18,42,662.5818,1
1,LE,20,Erosion,1,0,12,2,8,8,14,10,12,18,6,4,-2,10,4,8,4,6,4,12,12,2,2,0,2,6,6,4,6,22,6,48,28.8974,0.5
1,LE,25,Erosion,1,0,12,2,8,7,15,10,10,41,7,7,52,12,3,10,4,12,12,6,8,2,2,0,2,6,6,5,7,5,11,27,136.5124,1
1,LE,25,Erosion,1,0,12,2,8,7,23,10,9,39,6,7,26,11,8,6,4,12,12,4,6,2,2,0,2,6,6,3,5,10,2,37,260.6659,1
2,LE,25,Erosion,1,0,12,2,8,5,36,11,10,53,6,5,5,10,8,7,4,9,8,12,17,2,2,1,3,6,6,4,6,12,37,23,267.5577,1
2,LE,25,Erosion,1,0,12,2,8,9,12,9,8,12,6,4,57,10,11,4,9,12,11,1,3,2,2,1,3,6,6,2,4,4,7,37,38.1342,1
1,SS,25,'Lightning Receptor',1,0,6,2,8,10,4,10,8,8,6,4,-2,10,16,0,10,12,14,8,10,4,2,4,6,6,6,6,8,16,16,48,2.9487,0.5
1,LE,25,Erosion,1,0,12,2,7,9,32,10,12,9,7,6,12,10,10,2,5,9,11,7,8,2,2,0,2,6,6,4,6,15,11,27,70.3041,1
2,LE,25,Erosion,1,0,12,2,2,4,30,10,12,44,6,4,-2,8,0,12,2,10,12,12,16,2,2,8,10,2,2,4,6,4,22,30,251.1899,1
4,LE,25,Erosion,1,0,12,2,7,7,22,10,11,19,6,8,20,12,3,8,3,11,11,4,6,2,2,3,5,5,5,4,6,7,15,24,444.7311,2
3,LE,25,Erosion,1,0,12,4,6,8,86,12,12,24,6,6,-2,12,4,8,0,14,12,12,16,2,2,2,4,4,4,4,6,16,60,40,1183.9432,1.5
2,LE,25,Erosion,1,0,12,4,6,6,32,10,12,70,6,4,-2,10,6,8,4,10,12,12,14,2,2,2,4,4,4,4,6,4,54,36,224.6231,1
